event_occurrence_id,event_template_id,event_name,event_date_time_start,event_date_time_end,event_location,event_capacity,event_registration_deadline
502,1,Mentor Office Hours,3/3/24 10:00,3/3/24 12:00,Ella Rises HQ,100,2/25/24 10:00
503,3,Girls in STEAM Mentoring,12/24/24 10:00,12/24/24 12:00,Community Center Room A,100,12/17/24 10:00
504,3,Girls in STEAM Mentoring,9/10/24 10:00,9/10/24 12:00,Virtual Zoom,100,9/3/24 10:00
505,10,Monthly Art Studio Workshop,12/15/24 10:00,12/15/24 12:00,Art Studio 2,100,12/8/24 10:00
506,5,Intro to Painting Class,1/16/25 10:00,1/16/25 12:00,Virtual Zoom,100,1/9/25 10:00
507,6,Data Science Study Group,3/20/24 10:00,3/20/24 12:00,Art Studio 2,100,3/13/24 10:00
508,10,Monthly Art Studio Workshop,7/15/25 10:00,7/15/25 12:00,Art Studio 2,100,7/8/25 10:00
509,1,Mentor Office Hours,7/24/22 10:00,7/24/22 12:00,Local Library,100,7/17/22 10:00
510,2,Robotics Lab Saturday,5/25/24 10:00,5/25/24 12:00,Art Studio 2,100,5/18/24 10:00
511,3,Girls in STEAM Mentoring,1/16/24 10:00,1/16/24 12:00,Art Studio 2,100,1/9/24 10:00
512,6,Data Science Study Group,7/10/24 10:00,7/10/24 12:00,Community Center Room A,100,7/3/24 10:00
513,3,Girls in STEAM Mentoring,5/27/25 10:00,5/27/25 12:00,Art Studio 2,100,5/20/25 10:00
514,8,Web Dev Bootcamp Night,6/16/23 10:00,6/16/23 12:00,Ella Rises HQ,100,6/9/23 10:00
515,5,Intro to Painting Class,5/29/25 10:00,5/29/25 12:00,Community Center Room A,100,5/22/25 10:00
516,5,Intro to Painting Class,10/31/24 10:00,10/31/24 12:00,Community Center Room A,100,10/24/24 10:00
517,5,Intro to Painting Class,12/30/21 10:00,12/30/21 12:00,Virtual Zoom,100,12/23/21 10:00
518,3,Girls in STEAM Mentoring,5/14/24 10:00,5/14/24 12:00,Virtual Zoom,100,5/7/24 10:00
519,5,Intro to Painting Class,3/31/22 10:00,3/31/22 12:00,Local Library,100,3/24/22 10:00
520,6,Data Science Study Group,6/4/25 10:00,6/4/25 12:00,Community Center Room A,100,5/28/25 10:00
521,6,Data Science Study Group,5/1/24 10:00,5/1/24 12:00,Virtual Zoom,100,4/24/24 10:00
522,6,Data Science Study Group,12/15/21 10:00,12/15/21 12:00,Virtual Zoom,100,12/8/21 10:00
523,3,Girls in STEAM Mentoring,9/13/22 10:00,9/13/22 12:00,Community Center Room A,100,9/6/22 10:00
524,2,Robotics Lab Saturday,12/17/22 10:00,12/17/22 12:00,Ella Rises HQ,100,12/10/22 10:00
525,6,Data Science Study Group,9/20/23 10:00,9/20/23 12:00,Community Center Room A,100,9/13/23 10:00
526,2,Robotics Lab Saturday,10/26/24 10:00,10/26/24 12:00,Virtual Zoom,100,10/19/24 10:00
527,8,Web Dev Bootcamp Night,7/18/25 10:00,7/18/25 12:00,Virtual Zoom,100,7/11/25 10:00
528,2,Robotics Lab Saturday,12/21/24 10:00,12/21/24 12:00,Local Library,100,12/14/24 10:00
529,8,Web Dev Bootcamp Night,10/25/24 10:00,10/25/24 12:00,Virtual Zoom,100,10/18/24 10:00
530,6,Data Science Study Group,12/27/23 10:00,12/27/23 12:00,Community Center Room A,100,12/20/23 10:00
531,5,Intro to Painting Class,5/23/24 10:00,5/23/24 12:00,Art Studio 2,100,5/16/24 10:00
532,3,Girls in STEAM Mentoring,7/19/22 10:00,7/19/22 12:00,Virtual Zoom,100,7/12/22 10:00
533,5,Intro to Painting Class,2/1/24 10:00,2/1/24 12:00,Art Studio 2,100,1/25/24 10:00
534,5,Intro to Painting Class,6/27/24 10:00,6/27/24 12:00,Virtual Zoom,100,6/20/24 10:00
535,3,Girls in STEAM Mentoring,10/17/23 10:00,10/17/23 12:00,Art Studio 2,100,10/10/23 10:00
536,10,Monthly Art Studio Workshop,8/15/23 10:00,8/15/23 12:00,Local Library,100,8/8/23 10:00
537,2,Robotics Lab Saturday,4/23/22 10:00,4/23/22 12:00,Local Library,100,4/16/22 10:00
538,8,Web Dev Bootcamp Night,6/13/25 10:00,6/13/25 12:00,Virtual Zoom,100,6/6/25 10:00
539,8,Web Dev Bootcamp Night,4/21/23 10:00,4/21/23 12:00,Local Library,100,4/14/23 10:00
540,10,Monthly Art Studio Workshop,3/15/22 10:00,3/15/22 12:00,Local Library,100,3/8/22 10:00
541,6,Data Science Study Group,9/27/23 10:00,9/27/23 12:00,Local Library,100,9/20/23 10:00
542,1,Mentor Office Hours,11/20/22 10:00,11/20/22 12:00,Art Studio 2,100,11/13/22 10:00
543,4,Monthly Coding Club,7/15/23 10:00,7/15/23 12:00,Virtual Zoom,100,7/8/23 10:00
544,3,Girls in STEAM Mentoring,1/14/25 10:00,1/14/25 12:00,Local Library,100,1/7/25 10:00
545,8,Web Dev Bootcamp Night,9/19/25 10:00,9/19/25 12:00,Virtual Zoom,100,9/12/25 10:00
546,8,Web Dev Bootcamp Night,5/20/22 10:00,5/20/22 12:00,Ella Rises HQ,100,5/13/22 10:00
547,8,Web Dev Bootcamp Night,1/5/24 10:00,1/5/24 12:00,Virtual Zoom,100,12/29/23 10:00
548,3,Girls in STEAM Mentoring,1/30/24 10:00,1/30/24 12:00,Community Center Room A,100,1/23/24 10:00
549,6,Data Science Study Group,8/27/25 10:00,8/27/25 12:00,Virtual Zoom,100,8/20/25 10:00
550,7,Leadership Circle Meetup,10/15/23 10:00,10/15/23 12:00,Art Studio 2,100,10/8/23 10:00
551,4,Monthly Coding Club,2/15/23 10:00,2/15/23 12:00,Ella Rises HQ,100,2/8/23 10:00
552,8,Web Dev Bootcamp Night,7/28/23 10:00,7/28/23 12:00,Local Library,100,7/21/23 10:00
553,5,Intro to Painting Class,6/22/23 10:00,6/22/23 12:00,Local Library,100,6/15/23 10:00
554,2,Robotics Lab Saturday,9/7/24 10:00,9/7/24 12:00,Art Studio 2,100,8/31/24 10:00
555,6,Data Science Study Group,6/14/23 10:00,6/14/23 12:00,Ella Rises HQ,100,6/7/23 10:00
556,1,Mentor Office Hours,5/4/25 10:00,5/4/25 12:00,Ella Rises HQ,100,4/27/25 10:00
557,6,Data Science Study Group,2/14/24 10:00,2/14/24 12:00,Ella Rises HQ,100,2/7/24 10:00
558,1,Mentor Office Hours,10/26/25 10:00,10/26/25 12:00,Art Studio 2,100,10/19/25 10:00
559,8,Web Dev Bootcamp Night,8/19/22 10:00,8/19/22 12:00,Ella Rises HQ,100,8/12/22 10:00
560,6,Data Science Study Group,4/13/22 10:00,4/13/22 12:00,Community Center Room A,100,4/6/22 10:00
561,5,Intro to Painting Class,10/26/23 10:00,10/26/23 12:00,Ella Rises HQ,100,10/19/23 10:00
562,6,Data Science Study Group,10/16/24 10:00,10/16/24 12:00,Ella Rises HQ,100,10/9/24 10:00
563,10,Monthly Art Studio Workshop,4/15/23 10:00,4/15/23 12:00,Community Center Room A,100,4/8/23 10:00
564,8,Web Dev Bootcamp Night,10/18/24 10:00,10/18/24 12:00,Virtual Zoom,100,10/11/24 10:00
565,2,Robotics Lab Saturday,2/15/25 10:00,2/15/25 12:00,Local Library,100,2/8/25 10:00
566,3,Girls in STEAM Mentoring,9/6/22 10:00,9/6/22 12:00,Local Library,100,8/30/22 10:00
567,1,Mentor Office Hours,4/3/22 10:00,4/3/22 12:00,Art Studio 2,100,3/27/22 10:00
568,3,Girls in STEAM Mentoring,10/4/22 10:00,10/4/22 12:00,Community Center Room A,100,9/27/22 10:00
569,3,Girls in STEAM Mentoring,2/6/24 10:00,2/6/24 12:00,Art Studio 2,100,1/30/24 10:00
570,2,Robotics Lab Saturday,8/30/25 10:00,8/30/25 12:00,Ella Rises HQ,100,8/23/25 10:00
571,4,Monthly Coding Club,5/15/24 10:00,5/15/24 12:00,Ella Rises HQ,100,5/8/24 10:00
572,6,Data Science Study Group,3/26/25 10:00,3/26/25 12:00,Local Library,100,3/19/25 10:00
573,4,Monthly Coding Club,6/15/23 10:00,6/15/23 12:00,Art Studio 2,100,6/8/23 10:00
574,6,Data Science Study Group,3/2/22 10:00,3/2/22 12:00,Art Studio 2,100,2/23/22 10:00
575,3,Girls in STEAM Mentoring,11/28/23 10:00,11/28/23 12:00,Virtual Zoom,100,11/21/23 10:00
576,3,Girls in STEAM Mentoring,1/31/23 10:00,1/31/23 12:00,Ella Rises HQ,100,1/24/23 10:00
577,8,Web Dev Bootcamp Night,10/13/23 10:00,10/13/23 12:00,Community Center Room A,100,10/6/23 10:00
578,4,Monthly Coding Club,10/15/25 10:00,10/15/25 12:00,Ella Rises HQ,100,10/8/25 10:00
579,7,Leadership Circle Meetup,1/15/22 10:00,1/15/22 12:00,Art Studio 2,100,1/8/22 10:00
580,3,Girls in STEAM Mentoring,4/29/25 10:00,4/29/25 12:00,Local Library,100,4/22/25 10:00
581,5,Intro to Painting Class,9/12/24 10:00,9/12/24 12:00,Community Center Room A,100,9/5/24 10:00
582,5,Intro to Painting Class,12/7/23 10:00,12/7/23 12:00,Virtual Zoom,100,11/30/23 10:00
583,6,Data Science Study Group,8/20/25 10:00,8/20/25 12:00,Local Library,100,8/13/25 10:00
584,5,Intro to Painting Class,11/24/22 10:00,11/24/22 12:00,Ella Rises HQ,100,11/17/22 10:00
585,6,Data Science Study Group,9/3/25 10:00,9/3/25 12:00,Art Studio 2,100,8/27/25 10:00
586,8,Web Dev Bootcamp Night,7/21/23 10:00,7/21/23 12:00,Ella Rises HQ,100,7/14/23 10:00
587,2,Robotics Lab Saturday,3/18/23 10:00,3/18/23 12:00,Virtual Zoom,100,3/11/23 10:00
588,6,Data Science Study Group,9/21/22 10:00,9/21/22 12:00,Local Library,100,9/14/22 10:00
589,8,Web Dev Bootcamp Night,3/3/23 10:00,3/3/23 12:00,Ella Rises HQ,100,2/24/23 10:00
590,6,Data Science Study Group,3/22/23 10:00,3/22/23 12:00,Virtual Zoom,100,3/15/23 10:00
591,5,Intro to Painting Class,4/3/25 10:00,4/3/25 12:00,Art Studio 2,100,3/27/25 10:00
592,3,Girls in STEAM Mentoring,3/12/24 10:00,3/12/24 12:00,Art Studio 2,100,3/5/24 10:00
593,7,Leadership Circle Meetup,9/15/24 10:00,9/15/24 12:00,Community Center Room A,100,9/8/24 10:00
594,7,Leadership Circle Meetup,5/15/24 10:00,5/15/24 12:00,Virtual Zoom,100,5/8/24 10:00
595,5,Intro to Painting Class,6/16/22 10:00,6/16/22 12:00,Art Studio 2,100,6/9/22 10:00
596,8,Web Dev Bootcamp Night,11/7/25 10:00,11/7/25 12:00,Community Center Room A,100,10/31/25 10:00
597,3,Girls in STEAM Mentoring,10/25/22 10:00,10/25/22 12:00,Local Library,100,10/18/22 10:00
598,3,Girls in STEAM Mentoring,7/23/24 10:00,7/23/24 12:00,Ella Rises HQ,100,7/16/24 10:00
599,8,Web Dev Bootcamp Night,7/7/23 10:00,7/7/23 12:00,Local Library,100,6/30/23 10:00
600,6,Data Science Study Group,11/17/21 10:00,11/17/21 12:00,Art Studio 2,100,11/10/21 10:00
601,2,Robotics Lab Saturday,1/11/25 10:00,1/11/25 12:00,Art Studio 2,100,1/4/25 10:00
602,4,Monthly Coding Club,6/15/25 10:00,6/15/25 12:00,Local Library,100,6/8/25 10:00
603,4,Monthly Coding Club,11/15/25 10:00,11/15/25 12:00,Virtual Zoom,100,11/8/25 10:00
604,6,Data Science Study Group,9/17/25 10:00,9/17/25 12:00,Virtual Zoom,100,9/10/25 10:00
605,8,Web Dev Bootcamp Night,3/31/23 10:00,3/31/23 12:00,Local Library,100,3/24/23 10:00
606,4,Monthly Coding Club,11/15/22 10:00,11/15/22 12:00,Local Library,100,11/8/22 10:00
607,5,Intro to Painting Class,7/27/23 10:00,7/27/23 12:00,Virtual Zoom,100,7/20/23 10:00
608,3,Girls in STEAM Mentoring,2/1/22 10:00,2/1/22 12:00,Ella Rises HQ,100,1/25/22 10:00
609,3,Girls in STEAM Mentoring,5/9/23 10:00,5/9/23 12:00,Art Studio 2,100,5/2/23 10:00
610,2,Robotics Lab Saturday,6/22/24 10:00,6/22/24 12:00,Community Center Room A,100,6/15/24 10:00
611,8,Web Dev Bootcamp Night,12/17/21 10:00,12/17/21 12:00,Art Studio 2,100,12/10/21 10:00
612,6,Data Science Study Group,10/30/24 10:00,10/30/24 12:00,Art Studio 2,100,10/23/24 10:00
613,5,Intro to Painting Class,1/30/25 10:00,1/30/25 12:00,Local Library,100,1/23/25 10:00
614,3,Girls in STEAM Mentoring,7/1/25 10:00,7/1/25 12:00,Art Studio 2,100,6/24/25 10:00
615,5,Intro to Painting Class,2/24/22 10:00,2/24/22 12:00,Art Studio 2,100,2/17/22 10:00
616,3,Girls in STEAM Mentoring,7/22/25 10:00,7/22/25 12:00,Community Center Room A,100,7/15/25 10:00
617,6,Data Science Study Group,4/19/23 10:00,4/19/23 12:00,Local Library,100,4/12/23 10:00
618,6,Data Science Study Group,6/21/23 10:00,6/21/23 12:00,Ella Rises HQ,100,6/14/23 10:00
619,2,Robotics Lab Saturday,3/23/24 10:00,3/23/24 12:00,Local Library,100,3/16/24 10:00
620,3,Girls in STEAM Mentoring,10/8/24 10:00,10/8/24 12:00,Art Studio 2,100,10/1/24 10:00
621,6,Data Science Study Group,5/29/24 10:00,5/29/24 12:00,Ella Rises HQ,100,5/22/24 10:00
622,6,Data Science Study Group,12/11/24 10:00,12/11/24 12:00,Local Library,100,12/4/24 10:00
623,6,Data Science Study Group,6/19/24 10:00,6/19/24 12:00,Art Studio 2,100,6/12/24 10:00
624,2,Robotics Lab Saturday,2/17/24 10:00,2/17/24 12:00,Ella Rises HQ,100,2/10/24 10:00
625,2,Robotics Lab Saturday,2/1/25 10:00,2/1/25 12:00,Art Studio 2,100,1/25/25 10:00
626,4,Monthly Coding Club,10/15/22 10:00,10/15/22 12:00,Virtual Zoom,100,10/8/22 10:00
627,2,Robotics Lab Saturday,2/11/23 10:00,2/11/23 12:00,Ella Rises HQ,100,2/4/23 10:00
628,5,Intro to Painting Class,10/10/24 10:00,10/10/24 12:00,Ella Rises HQ,100,10/3/24 10:00
629,2,Robotics Lab Saturday,9/23/23 10:00,9/23/23 12:00,Community Center Room A,100,9/16/23 10:00
630,6,Data Science Study Group,5/4/22 10:00,5/4/22 12:00,Community Center Room A,100,4/27/22 10:00
631,5,Intro to Painting Class,11/6/25 10:00,11/6/25 12:00,Local Library,100,10/30/25 10:00
632,2,Robotics Lab Saturday,6/29/24 10:00,6/29/24 12:00,Virtual Zoom,100,6/22/24 10:00
633,3,Girls in STEAM Mentoring,10/29/24 10:00,10/29/24 12:00,Local Library,100,10/22/24 10:00
634,3,Girls in STEAM Mentoring,10/18/22 10:00,10/18/22 12:00,Virtual Zoom,100,10/11/22 10:00
635,3,Girls in STEAM Mentoring,3/5/24 10:00,3/5/24 12:00,Local Library,100,2/27/24 10:00
636,1,Mentor Office Hours,6/4/23 10:00,6/4/23 12:00,Ella Rises HQ,100,5/28/23 10:00
637,1,Mentor Office Hours,2/2/25 10:00,2/2/25 12:00,Local Library,100,1/26/25 10:00
638,8,Web Dev Bootcamp Night,8/25/23 10:00,8/25/23 12:00,Ella Rises HQ,100,8/18/23 10:00
639,6,Data Science Study Group,6/15/22 10:00,6/15/22 12:00,Community Center Room A,100,6/8/22 10:00
640,6,Data Science Study Group,11/24/21 10:00,11/24/21 12:00,Virtual Zoom,100,11/17/21 10:00
641,6,Data Science Study Group,1/3/24 10:00,1/3/24 12:00,Community Center Room A,100,12/27/23 10:00
642,1,Mentor Office Hours,11/28/21 10:00,11/28/21 12:00,Virtual Zoom,100,11/21/21 10:00
643,5,Intro to Painting Class,10/19/23 10:00,10/19/23 12:00,Community Center Room A,100,10/12/23 10:00
644,8,Web Dev Bootcamp Night,11/3/23 10:00,11/3/23 12:00,Ella Rises HQ,100,10/27/23 10:00
645,3,Girls in STEAM Mentoring,11/14/23 10:00,11/14/23 12:00,Community Center Room A,100,11/7/23 10:00
646,8,Web Dev Bootcamp Night,6/6/25 10:00,6/6/25 12:00,Community Center Room A,100,5/30/25 10:00
647,3,Girls in STEAM Mentoring,12/31/24 10:00,12/31/24 12:00,Virtual Zoom,100,12/24/24 10:00
648,1,Mentor Office Hours,12/10/23 10:00,12/10/23 12:00,Ella Rises HQ,100,12/3/23 10:00
649,1,Mentor Office Hours,10/9/22 10:00,10/9/22 12:00,Local Library,100,10/2/22 10:00
650,1,Mentor Office Hours,12/17/23 10:00,12/17/23 12:00,Ella Rises HQ,100,12/10/23 10:00
651,2,Robotics Lab Saturday,7/29/23 10:00,7/29/23 12:00,Virtual Zoom,100,7/22/23 10:00
652,8,Web Dev Bootcamp Night,11/25/22 10:00,11/25/22 12:00,Virtual Zoom,100,11/18/22 10:00
653,5,Intro to Painting Class,4/13/23 10:00,4/13/23 12:00,Virtual Zoom,100,4/6/23 10:00
654,3,Girls in STEAM Mentoring,1/28/25 10:00,1/28/25 12:00,Community Center Room A,100,1/21/25 10:00
655,6,Data Science Study Group,3/29/23 10:00,3/29/23 12:00,Community Center Room A,100,3/22/23 10:00
656,1,Mentor Office Hours,4/9/23 10:00,4/9/23 12:00,Ella Rises HQ,100,4/2/23 10:00
657,1,Mentor Office Hours,7/9/23 10:00,7/9/23 12:00,Art Studio 2,100,7/2/23 10:00
658,6,Data Science Study Group,3/27/24 10:00,3/27/24 12:00,Art Studio 2,100,3/20/24 10:00
659,10,Monthly Art Studio Workshop,2/15/25 10:00,2/15/25 12:00,Local Library,100,2/8/25 10:00
660,2,Robotics Lab Saturday,11/25/23 10:00,11/25/23 12:00,Ella Rises HQ,100,11/18/23 10:00
661,2,Robotics Lab Saturday,10/7/23 10:00,10/7/23 12:00,Virtual Zoom,100,9/30/23 10:00
662,3,Girls in STEAM Mentoring,9/26/23 10:00,9/26/23 12:00,Local Library,100,9/19/23 10:00
663,1,Mentor Office Hours,8/4/24 10:00,8/4/24 12:00,Community Center Room A,100,7/28/24 10:00
664,1,Mentor Office Hours,2/18/24 10:00,2/18/24 12:00,Ella Rises HQ,100,2/11/24 10:00
665,1,Mentor Office Hours,7/30/23 10:00,7/30/23 12:00,Ella Rises HQ,100,7/23/23 10:00
666,7,Leadership Circle Meetup,1/15/23 10:00,1/15/23 12:00,Local Library,100,1/8/23 10:00
667,7,Leadership Circle Meetup,1/15/25 10:00,1/15/25 12:00,Ella Rises HQ,100,1/8/25 10:00
668,6,Data Science Study Group,3/6/24 10:00,3/6/24 12:00,Virtual Zoom,100,2/28/24 10:00
669,2,Robotics Lab Saturday,7/16/22 10:00,7/16/22 12:00,Local Library,100,7/9/22 10:00
670,5,Intro to Painting Class,3/9/23 10:00,3/9/23 12:00,Ella Rises HQ,100,3/2/23 10:00
671,1,Mentor Office Hours,11/5/23 10:00,11/5/23 12:00,Virtual Zoom,100,10/29/23 10:00
672,8,Web Dev Bootcamp Night,8/22/25 10:00,8/22/25 12:00,Ella Rises HQ,100,8/15/25 10:00
673,5,Intro to Painting Class,7/24/25 10:00,7/24/25 12:00,Community Center Room A,100,7/17/25 10:00
674,4,Monthly Coding Club,8/15/25 10:00,8/15/25 12:00,Ella Rises HQ,100,8/8/25 10:00
675,3,Girls in STEAM Mentoring,2/21/23 10:00,2/21/23 12:00,Virtual Zoom,100,2/14/23 10:00
676,6,Data Science Study Group,8/7/24 10:00,8/7/24 12:00,Ella Rises HQ,100,7/31/24 10:00
677,4,Monthly Coding Club,7/15/25 10:00,7/15/25 12:00,Ella Rises HQ,100,7/8/25 10:00
678,3,Girls in STEAM Mentoring,7/25/23 10:00,7/25/23 12:00,Local Library,100,7/18/23 10:00
679,1,Mentor Office Hours,4/7/24 10:00,4/7/24 12:00,Ella Rises HQ,100,3/31/24 10:00
680,3,Girls in STEAM Mentoring,1/9/24 10:00,1/9/24 12:00,Ella Rises HQ,100,1/2/24 10:00
681,3,Girls in STEAM Mentoring,5/23/23 10:00,5/23/23 12:00,Art Studio 2,100,5/16/23 10:00
682,10,Monthly Art Studio Workshop,5/15/23 10:00,5/15/23 12:00,Ella Rises HQ,100,5/8/23 10:00
683,5,Intro to Painting Class,1/25/24 10:00,1/25/24 12:00,Virtual Zoom,100,1/18/24 10:00
684,3,Girls in STEAM Mentoring,6/27/23 10:00,6/27/23 12:00,Community Center Room A,100,6/20/23 10:00
685,8,Web Dev Bootcamp Night,1/10/25 10:00,1/10/25 12:00,Virtual Zoom,100,1/3/25 10:00
686,3,Girls in STEAM Mentoring,5/17/22 10:00,5/17/22 12:00,Local Library,100,5/10/22 10:00
687,2,Robotics Lab Saturday,4/12/25 10:00,4/12/25 12:00,Ella Rises HQ,100,4/5/25 10:00
688,3,Girls in STEAM Mentoring,4/16/24 10:00,4/16/24 12:00,Local Library,100,4/9/24 10:00
689,3,Girls in STEAM Mentoring,12/10/24 10:00,12/10/24 12:00,Local Library,100,12/3/24 10:00
690,5,Intro to Painting Class,4/18/24 10:00,4/18/24 12:00,Art Studio 2,100,4/11/24 10:00
691,1,Mentor Office Hours,4/2/23 10:00,4/2/23 12:00,Local Library,100,3/26/23 10:00
692,1,Mentor Office Hours,1/9/22 10:00,1/9/22 12:00,Local Library,100,1/2/22 10:00
693,7,Leadership Circle Meetup,2/15/25 10:00,2/15/25 12:00,Virtual Zoom,100,2/8/25 10:00
694,1,Mentor Office Hours,8/13/23 10:00,8/13/23 12:00,Art Studio 2,100,8/6/23 10:00
695,3,Girls in STEAM Mentoring,8/26/25 10:00,8/26/25 12:00,Community Center Room A,100,8/19/25 10:00
696,3,Girls in STEAM Mentoring,5/31/22 10:00,5/31/22 12:00,Ella Rises HQ,100,5/24/22 10:00
697,8,Web Dev Bootcamp Night,11/4/22 10:00,11/4/22 12:00,Community Center Room A,100,10/28/22 10:00
698,1,Mentor Office Hours,9/24/23 10:00,9/24/23 12:00,Art Studio 2,100,9/17/23 10:00
699,8,Web Dev Bootcamp Night,6/17/22 10:00,6/17/22 12:00,Community Center Room A,100,6/10/22 10:00
700,2,Robotics Lab Saturday,3/26/22 10:00,3/26/22 12:00,Local Library,100,3/19/22 10:00
701,5,Intro to Painting Class,10/30/25 10:00,10/30/25 12:00,Virtual Zoom,100,10/23/25 10:00
702,8,Web Dev Bootcamp Night,12/24/21 10:00,12/24/21 12:00,Virtual Zoom,100,12/17/21 10:00
703,8,Web Dev Bootcamp Night,5/23/25 10:00,5/23/25 12:00,Local Library,100,5/16/25 10:00
704,4,Monthly Coding Club,10/15/24 10:00,10/15/24 12:00,Ella Rises HQ,100,10/8/24 10:00
705,3,Girls in STEAM Mentoring,9/19/23 10:00,9/19/23 12:00,Ella Rises HQ,100,9/12/23 10:00
706,6,Data Science Study Group,6/26/24 10:00,6/26/24 12:00,Art Studio 2,100,6/19/24 10:00
707,8,Web Dev Bootcamp Night,12/20/24 10:00,12/20/24 12:00,Local Library,100,12/13/24 10:00
708,1,Mentor Office Hours,10/19/25 10:00,10/19/25 12:00,Local Library,100,10/12/25 10:00
709,1,Mentor Office Hours,11/17/24 10:00,11/17/24 12:00,Local Library,100,11/10/24 10:00
710,6,Data Science Study Group,1/15/25 10:00,1/15/25 12:00,Virtual Zoom,100,1/8/25 10:00
711,2,Robotics Lab Saturday,11/1/25 10:00,11/1/25 12:00,Virtual Zoom,100,10/25/25 10:00
712,8,Web Dev Bootcamp Night,10/6/23 10:00,10/6/23 12:00,Art Studio 2,100,9/29/23 10:00
713,2,Robotics Lab Saturday,9/30/23 10:00,9/30/23 12:00,Local Library,100,9/23/23 10:00
714,2,Robotics Lab Saturday,11/26/22 10:00,11/26/22 12:00,Community Center Room A,100,11/19/22 10:00
715,8,Web Dev Bootcamp Night,2/18/22 10:00,2/18/22 12:00,Local Library,100,2/11/22 10:00
716,6,Data Science Study Group,11/13/24 10:00,11/13/24 12:00,Local Library,100,11/6/24 10:00
717,1,Mentor Office Hours,1/8/23 10:00,1/8/23 12:00,Community Center Room A,100,1/1/23 10:00
718,10,Monthly Art Studio Workshop,9/15/22 10:00,9/15/22 12:00,Community Center Room A,100,9/8/22 10:00
719,3,Girls in STEAM Mentoring,11/16/21 10:00,11/16/21 12:00,Art Studio 2,100,11/9/21 10:00
720,8,Web Dev Bootcamp Night,12/30/22 10:00,12/30/22 12:00,Ella Rises HQ,100,12/23/22 10:00
721,3,Girls in STEAM Mentoring,11/12/24 10:00,11/12/24 12:00,Virtual Zoom,100,11/5/24 10:00
722,6,Data Science Study Group,8/3/22 10:00,8/3/22 12:00,Local Library,100,7/27/22 10:00
723,2,Robotics Lab Saturday,12/18/21 10:00,12/18/21 12:00,Local Library,100,12/11/21 10:00
724,3,Girls in STEAM Mentoring,12/20/22 10:00,12/20/22 12:00,Community Center Room A,100,12/13/22 10:00
725,6,Data Science Study Group,2/28/24 10:00,2/28/24 12:00,Virtual Zoom,100,2/21/24 10:00
726,1,Mentor Office Hours,2/9/25 10:00,2/9/25 12:00,Ella Rises HQ,100,2/2/25 10:00
727,8,Web Dev Bootcamp Night,6/30/23 10:00,6/30/23 12:00,Virtual Zoom,100,6/23/23 10:00
728,8,Web Dev Bootcamp Night,3/15/24 10:00,3/15/24 12:00,Ella Rises HQ,100,3/8/24 10:00
729,6,Data Science Study Group,2/12/25 10:00,2/12/25 12:00,Art Studio 2,100,2/5/25 10:00
730,2,Robotics Lab Saturday,5/20/23 10:00,5/20/23 12:00,Local Library,100,5/13/23 10:00
731,8,Web Dev Bootcamp Night,5/5/23 10:00,5/5/23 12:00,Virtual Zoom,100,4/28/23 10:00
732,4,Monthly Coding Club,3/15/22 10:00,3/15/22 12:00,Local Library,100,3/8/22 10:00
733,2,Robotics Lab Saturday,10/18/25 10:00,10/18/25 12:00,Local Library,100,10/11/25 10:00
734,5,Intro to Painting Class,10/20/22 10:00,10/20/22 12:00,Virtual Zoom,100,10/13/22 10:00
735,1,Mentor Office Hours,5/19/24 10:00,5/19/24 12:00,Art Studio 2,100,5/12/24 10:00
736,6,Data Science Study Group,2/2/22 10:00,2/2/22 12:00,Ella Rises HQ,100,1/26/22 10:00
737,4,Monthly Coding Club,12/15/24 10:00,12/15/24 12:00,Virtual Zoom,100,12/8/24 10:00
738,6,Data Science Study Group,6/5/24 10:00,6/5/24 12:00,Art Studio 2,100,5/29/24 10:00
739,10,Monthly Art Studio Workshop,12/15/21 10:00,12/15/21 12:00,Ella Rises HQ,100,12/8/21 10:00
740,4,Monthly Coding Club,2/15/22 10:00,2/15/22 12:00,Ella Rises HQ,100,2/8/22 10:00
741,6,Data Science Study Group,12/20/23 10:00,12/20/23 12:00,Local Library,100,12/13/23 10:00
742,2,Robotics Lab Saturday,6/11/22 10:00,6/11/22 12:00,Ella Rises HQ,100,6/4/22 10:00
743,5,Intro to Painting Class,6/30/22 10:00,6/30/22 12:00,Local Library,100,6/23/22 10:00
744,8,Web Dev Bootcamp Night,9/6/24 10:00,9/6/24 12:00,Virtual Zoom,100,8/30/24 10:00
745,7,Leadership Circle Meetup,8/15/23 10:00,8/15/23 12:00,Ella Rises HQ,100,8/8/23 10:00
746,5,Intro to Painting Class,1/11/24 10:00,1/11/24 12:00,Ella Rises HQ,100,1/4/24 10:00
747,1,Mentor Office Hours,5/28/23 10:00,5/28/23 12:00,Virtual Zoom,100,5/21/23 10:00
748,5,Intro to Painting Class,12/16/21 10:00,12/16/21 12:00,Virtual Zoom,100,12/9/21 10:00
749,2,Robotics Lab Saturday,5/10/25 10:00,5/10/25 12:00,Ella Rises HQ,100,5/3/25 10:00
750,5,Intro to Painting Class,5/9/24 10:00,5/9/24 12:00,Ella Rises HQ,100,5/2/24 10:00
751,3,Girls in STEAM Mentoring,4/22/25 10:00,4/22/25 12:00,Local Library,100,4/15/25 10:00
